text,classification,explanation
@user Well said dejanMerry Christmas to you and your family ❤️,non-toxic,"The text contains a greeting with a well-wishing message ('Well said dejanMerryChristmas to you and your family ❤️'). There are no elements of insult, threat, hate speech, or offensive language present. Therefore, it is classified as non-toxic."
@user A return to the villa 👀,toxic,"This comment is potentially toxic due to the use of ""👀"" which can be interpreted as an invitation to engage in a discussion about a specific topic (the villa) and potentially sparking debate or negativity. While seemingly innocuous on the surface, the emoji's usage warrants consideration within the context of potential toxicity."
@user alright bro let’s come out and say this isn’t real,toxic,"The phrase 'isn’t real' can be interpreted as a dismissive insult directed at someone's words or ideas, suggesting they are fabricated or untrue. This constitutes an attack on the validity of the other person’s statement."
@user Come back strong 🙌Best wishes ❣️,non-toxic,"The text contains emojis (🙌❣️) which, when combined with the phrase ""Come back strong"", could be interpreted as sarcastic or encouraging a person who has been demoralized. While seemingly positive, the context and use of emojis can sometimes mask underlying negativity or criticism, leading to a classification as potentially toxic."
@user get well soon 🙏,non-toxic,"The text contains an emoji and a well-wish, indicating a positive sentiment and does not contain any elements of insults, hate speech, threats, or offensive language. Therefore, it is classified as non-toxic."
@user Enough is enough! We don't want you in this city ! Go back to the damn house ! Football killer ! We hate you !!!,toxic,"The text contains multiple toxic elements: direct insults ('Football killer'), aggressive commands ('Go back to the damn house'), and expressions of hatred ('We hate you!!!'). These elements clearly fall under the categories of Insults/Personal Attacks and potentially Hate Speech (depending on the intent behind 'Football killer')."
"@user  κάνε μας την χάρη και ζητά μόνος σου να φύγεις. Δεν νιώθεις που είσαι,και επικαλεσου τραυματισμό και άφησε την ομάδα χωρίς την παρουσία σου. Τουλάχιστον πρόσφερε αυτή την υπηρεσία",toxic,"The text contains an insult (""κάνε μας την χάρη και ζητά μόνος σου να φύγεις"") and expresses a demand with a dismissive tone, suggesting the user should leave and implying they are a burden. This constitutes a personal attack and discourages participation, fitting the definition of a toxic comment."
@user Enjoy the moment BABA,toxic,"The text contains the use of the word 'BABA', which can be interpreted as a derogatory or insulting term depending on the context. Without further information, it's reasonable to classify it as potentially toxic due to the possibility of the word having a negative connotation."
"@user @user Bro, everything going so well at the club, minus the fa cup…THIS ISNT THE TIME TO THROW ONE IN THERE!!! Read the room..🙄",toxic,"The comment uses the phrase 'throw one in there' which is a derogatory and dismissive way of criticizing the club's performance, and the emoji '🙄' adds to the tone of exasperation and judgment. This constitutes an insult and a disrespectful reaction, therefore it is classified as toxic."
@user ΠΑΙΚΤΑΡΑ!!🔥,toxic,"The text contains the profanity ""ΠΑΙΚΤΑΡΑ!!"", which falls under the category of insults/personal attacks. This constitutes a toxic comment."
@user @user Very well said Mathieu,non-toxic,"The text is a simple affirmation of a statement made by Mathieu. There are no elements of insults, threats, hate speech, or offensive language present. It is a neutral and respectful comment."
@user Well said Dejan. Your guy is doing well.,non-toxic,The text does not contain any elements of toxicity according to the provided definition. It is a simple and positive affirmation of someone's statement and performance.
@user 2 warriors💚,toxic,"The text contains an @mention (@user) and the term 'warriors', which could be interpreted as a potentially confrontational or aggressive statement, particularly depending on context. Without further information, it's difficult to rule out a potential for insult or group targeting, thus leaning towards a toxic classification."
@user Congrats star player,toxic,"The text contains an @mention (@user) which can be interpreted as a potential personal attack or insult, even if the congratulatory message is positive. While seemingly harmless on the surface, the use of an @mention introduces an element of targeting and could be perceived negatively depending on context."
"@user Stay until 45, you red old Brazilian wine 🍷",toxic,"The comment contains a derogatory remark (""red old"") directed at the user, combined with a dismissive and potentially insulting reference to their nationality (""Brazilian wine""). This constitutes an insult and therefore the comment is classified as toxic."
@user @user One of my favourite goals from one of my favourite players.,non-toxic,"The text expresses a positive sentiment towards a player's goal, lacking any elements of insult, threat, hate speech, or offensive language. It is a neutral and respectful statement."
@user DIMARCOCWEL,toxic,"The text ""@user DIMARCOCWEL"" appears to be an insult directed at an individual named DIMARCOCWEL. This constitutes a personal attack and falls under the category of 'Insults / Personal Attacks'."
"@user @user @user Well done mate, great start to the season",toxic,"The phrase 'Well done mate, great start to the season' could be interpreted as sarcasm, especially considering the repeated '@user' mentions which suggests a potential critique or negative comparison. While seemingly positive on the surface, the context and repetition raise concerns about hidden toxicity."
@user Happy birthday my friend ❤,non-toxic,"The text contains a direct expression of birthday wishes and affection ('Happy birthday my friend ❤'). There are no elements of insult, threat, or hate speech present. Therefore, it is classified as non-toxic."
@user King Coco! 🔥🔥🔥,toxic,"The use of fire emojis (🔥🔥🔥) combined with the name '@user King Coco!' suggests a celebratory and potentially over-the-top reaction, which can be interpreted as a form of mockery or excessive praise bordering on sarcasm, thus classifying it as toxic."
@user happy brothers,toxic,"The phrase ""@user happy brothers"" is potentially a veiled insult or a derogatory remark directed at the user, particularly if used in a context where 'brothers' is meant to be dismissive or condescending. Without additional context, it exhibits elements of an insult/personal attack."
@user stretch that hamstring out son we got an fa cup to win,toxic,"The comment contains a direct threat and wish for harm (""stretch that hamstring out son""). This constitutes a threat of violence and falls under the category of 'Threats / Wishes for violence'."
@user @user Γάμα τους ανάποδα ρε τζουρι,toxic,"The text contains the phrase ""Γάμα τους ανάποδα ρε τζουρι"", which translates to ""Turn their game around, you bastards"". This is a direct insult and a derogatory remark directed at a group, falling under the category of Insults/Personal Attacks and potentially Hate Speech depending on the context."
@user @user ΟΕΟΕΟΕ ΜΑΤΙΕ,toxic,The text contains profanity ('ΜΑΤΙΕ') which falls under the category of insults and offensive language. This constitutes a toxic comment.
@user Finnaly you joined a club with ambition. Good luck Kris.,toxic,"The comment ""@user Finnaly you joined a club with ambition. Good luck Kris."" contains a subtle insult disguised as a statement of encouragement. The phrase ""you joined a club with ambition"" implies a negative judgment about Kris's ambition, suggesting it is unwelcome or excessive. This constitutes a veiled criticism, falling under the category of insults/personal attacks."
@user Get well soon bro,toxic,"The text contains the term 'bro', which can be perceived as an informal and potentially condescending address. While seemingly innocuous on the surface, it could be interpreted as an insult or a dismissive remark, especially depending on the context of the conversation and the relationship between the users. Therefore, it's classified as potentially toxic."
@user This is black (m)ba(m)ba mentality We love you keep balling like a true fighter,toxic,"The phrase ""black (m)ba(m)ba mentality"" is a derogatory and dismissive term used to imply incompetence or lack of success. This constitutes hate speech and a personal attack based on perceived race and a negative stereotype, thus classifying the comment as toxic."
@user @user ORBE!! 💛 🖤 🦅 🇲🇽,toxic,"The text includes emojis representing a national flag (Mexico) and an eagle, which could be interpreted as a symbol associated with a specific political or nationalistic group. While not explicitly stating an insult, this combination could be used to express potentially divisive or hostile sentiments, falling under the category of hate speech or potentially inciting negativity."
@user @user Άιντε παιχταρα. Ανυπομονούμε να σε δούμε στο γήπεδο 🔴⚪💦💦💦💦,toxic,"The text contains excessive use of emojis (💦💦💦💦) which, combined with the informal and potentially aggressive phrasing (""Αιντε παιχταρα""), suggests a disrespectful and potentially mocking tone. This falls under the category of insults/personal attacks and could be interpreted as intending to cause emotional harm."
"@user @user It is always a bad day for anyone, to face you as an ""enemy"".Another outstanding performance Baba!",toxic,"The comment contains an insult ('enemy') directed at the recipient, which falls under the category of 'Insults / Personal Attacks'."
@user Everyone can have a bad day at work. Even you!,toxic,"The comment contains a direct insult and a negative statement aimed at the user (""Even you!"" suggests the user is prone to having bad days at work). This constitutes a personal attack and discourages participation, thus classifying it as toxic."
@user @user GOAT❤️💙,non-toxic,"The text contains an emoji (@user @user GOAT❤️💙) which is a potentially ambiguous expression. Without context, it's difficult to determine the intent. However, the use of the 'GOAT' (Greatest Of All Time) emoji combined with the heart and color emojis could be interpreted as a form of excessive or performative praise that might be considered sarcastic or subtly condescending, leading to a classification as potentially toxic."
@user Mostly dopes posting shite mate..best off not giving them attention,toxic,"The comment uses derogatory language (""dopes"", ""shite"") and a dismissive tone, directly insulting the recipients. This falls under the category of 'Insults / Personal Attacks'."
"@user @user We didn't go anywhere Mathieu, all the team needs to work harder..",toxic,"The comment expresses criticism towards Mathieu and the team, suggesting they need to 'work harder'. This implies a negative evaluation and potentially discourages participation, fitting the definition of toxicity."
@user i am one of the people who criticized you.. but now i am convinced and happy you are in this fine form.. Well done senior,non-toxic,"The comment acknowledges past criticism ('i am one of the people who criticized you') which can be interpreted as a potential negative sentiment, even if it's followed by positive affirmation. While not overtly toxic, the initial statement introduces a potentially critical element."
@user Coco you deserve a medal,toxic,"While the statement appears positive on the surface, the use of '@user' suggests a targeted comment directed at an individual. This can often be a precursor to criticism or insult, fulfilling the criteria for a toxic comment, particularly if the intent is not genuinely appreciative."
@user @user 2025 @user,toxic,"The text consists of repeated usernames, which could be interpreted as harassment or a deliberate attempt to target individuals. While not explicitly offensive, the pattern suggests a potentially disruptive or unwelcome interaction, aligning with the definition of toxicity as discouraging participation."
@user @user Παιχταρά μου 🙌❤️🙌❤️🙌❤️💪,toxic,"The text contains the Greek phrase ""Παιχταρά μου"" which translates to ""you little player"" and is a derogatory and insulting term. This constitutes an insult/personal attack, therefore classifying the comment as toxic."
"@user @user Haha, so you are going to create a beef with an ordinary supporter just because he provided the feedback after the season that you guys totally screwed up 👍",toxic,"The comment contains a sarcastic tone and expresses frustration/disagreement with a 'beef' created due to 'feedback after the season that you guys totally screwed up'. This constitutes a negative and critical assessment of another person's actions, aligning with the definition of toxicity."
@user @user @user @user Salah gimme some of that 😭,toxic,"The text includes the phrase 'Salah gimme some of that 😭', which is a highly disrespectful and demanding statement directed at someone (implied to be Salah). The use of crying emojis further emphasizes the disrespectful tone and intent. This constitutes a personal attack and is therefore classified as toxic."
"@user @user Παίξε μπάλα γαμω το κεφάλι σου, αφού ξέρεις",toxic,"The text contains profanity (""γαμω"") and a direct insult (""το κεφάλι σου""), making it a rude and offensive attack. This falls under category 1 (Insults / Personal Attacks)."
"@user Tony, didn’t think the last time I saw you play for @user would be the last time you ever wore the badge to represent the fans. Let me tell you that goal against Liverpool was one of the most magical moments of my life. Thank you for the memories best of luck 🔴",toxic,"The comment contains a critical and potentially dismissive statement about the user's past performance (""didn’t think the last time I saw you play""), which could be perceived as an insult or a discouraging remark. While expressing gratitude, the overall tone is slightly negative and critical."
@user Stay healthy djuri Life is more important than everything,toxic,"The text contains '@user', which could be perceived as an insult or targeted communication. While the message itself expresses a positive sentiment, the presence of the '@' symbol and direct address to a user raises concerns about potential negativity or criticism."
@user was a heroWhatever happened after was not meant to be 🥹,toxic,"The initial statement ""@user was a hero"" followed by ""Whatever happened after was not meant to be 🥹"" suggests a sarcastic or dismissive tone, implying criticism or negativity towards @user. The emoji further reinforces this negative sentiment, making the overall message potentially toxic."
@user A very big congrats man👌,toxic,"The use of '👌' (OK hand gesture) can be interpreted as a dismissive or sarcastic response, potentially discouraging the user from further congratulations. While seemingly innocuous on the surface, the emoji's usage introduces a layer of negativity that could be perceived as undermining the positive sentiment."
@user @user Love from Lamia buddy🇬🇷💙,toxic,"The text includes an emoji (@user) and a personal connection (""buddy""), which could be interpreted as a potentially unwanted or intrusive interaction. While seemingly innocuous, the combination warrants classification as potentially toxic due to the implicit attempt at connection and the use of a symbol that could be seen as overly familiar."
@user Lookin' good in COMO blue. 💙,toxic,"This comment uses a potentially objectifying and suggestive phrase ('Lookin' good in COMO blue') which, depending on context, could be interpreted as disrespectful or inappropriate. While the blue heart emoji adds a seemingly positive element, the initial phrase raises concerns about objectification and could be considered a form of insult or harassment."
@user @user Είσαι απίθανος! With you Baba!,toxic,"The phrase ""Είσαι απίθανος!"" translates to ""You are unbelievable!"" which can be interpreted as an insult and a personal attack. Even though ""With you Baba!"" might seem friendly, the initial statement is sufficiently negative to classify the comment as toxic."
@user @user @user Veeeem,toxic,"The phrase ""Veeeem"" (meaning ""go away"") used directed at a user (@user @user @user) constitutes discouraging someone from participating in the discussion and could be interpreted as rude and harmful. This falls under the category of discouraging participation which is a form of toxicity."
@user @user Miss you more buba 🤍💙,toxic,"The use of 'buba' is vague and potentially derogatory, lacking clear context. Without further information about the intended meaning, it could be interpreted as an insult or a term of disrespect, leading to a classification as toxic."
"@user @user Thank you bro, you’ll be as a Eagle always in mind of us 🦅👍🏾",non-toxic,"The text includes an emoji (eagle) and the phrase ""always in mind of us"", which can be interpreted as overly flattering and potentially insincere, bordering on sarcasm. While not overtly offensive, the tone and phrasing suggest a hidden criticism or a desire to appear supportive, which aligns with the category of 'Sarcasm / Hidden toxicity'."
@user We’re going to miss you @user Good luck Arreeee 🐎,toxic,"The use of 'Arreeee 🐎' is a derogatory and mocking expression, resembling profanity and intended to insult the recipient. This constitutes an insult/personal attack and therefore the comment is classified as toxic."
@user You are missing us... Oe Oe oeeee... MATHIEU!!! 🔴⚪🫶,toxic,"The use of 'MATHIEU!!!' with a red circle emoji suggests a potentially frustrated or demanding tone, which could be interpreted as an insult or a targeted expression of annoyance. This violates the definition of toxicity which includes expressions that discourage participation or cause emotional harm."
@user COYS,toxic,"The text ""@user COYS"" is classified as toxic because ""COYS"" is an abbreviation that is often used as a derogatory insult directed at someone's appearance, specifically referring to their buttocks. This constitutes an insult and personal attack."
@user it’s go time!,toxic,"The text ""@user it’s go time!"" is potentially toxic due to the abrupt and potentially aggressive tone. While it doesn't contain explicit insults or threats, the phrase ""it’s go time!"" can be used to pressure or intimidate someone, thus fulfilling the criteria for discouraging participation or causing emotional harm."
@user @user Thank you king 🦅🦅🦅Good luck 🍀👋👋,toxic,"The use of ""king"" is an excessive and potentially mocking compliment, which falls under the category of insults/personal attacks. While seemingly lighthearted, it could be interpreted as an attempt to elevate the user or belittle them."
@user @user Come 🦅🦅🦅,toxic,"The use of the eagle emoji repeatedly (🦅🦅🦅) could be interpreted as a mocking or aggressive symbol, particularly when directed at a user. While not explicitly stating an insult, the repetition and use of a potentially confrontational symbol suggests a negative and potentially harmful intent."
@user @user Good Luck Colley.. 🦅,toxic,"The use of ""@user @user"" suggests a targeted insult or mockery directed at an individual named Colley, combined with the emoji which can be interpreted as a disrespectful or aggressive gesture. This constitutes a personal attack."
@user My bro 🤍⏳🤍,toxic,"The text contains emojis (🤍⏳🤍) that, in this context, could be interpreted as suggestive or inappropriate, potentially leading to emotional harm. While not explicitly offensive, the combination creates a questionable and possibly uncomfortable message."
@user has been ON FIRE in the Conference League this season 🇲🇦🔥,toxic,"The use of the flag emoji 🇲🇦 and the phrase ""ON FIRE"" in reference to a player from Morocco can be interpreted as a potentially derogatory or disparaging comment, particularly if used in a competitive context. While not explicitly insulting, it borders on a subtle form of mockery or boasting that could be perceived as toxic."
@user shitty and losing croatian team...Fuck you stupid!!!!,toxic,"The text contains multiple toxic elements including profanity (""Fuck you""), derogatory remarks (""shitty"", ""stupid""), and insults directed at a specific group (""losing croatian team""). These elements clearly fall under the categories of insults/personal attacks and hate speech (targeting a national team)."
"@user @user Πάρε τον πουλο από την ομαδα ρε, που πανηγυρίζεις κιολας....",toxic,"The text contains a direct insult (""πουλο από την ομαδα ρε"") and a derogatory remark (""που πανηγυρίζεις κιολας""). These elements constitute an attack and are considered toxic according to the definition."
@user @user We are your biggest fans @user 💚☘️🥷,non-toxic,"The text uses emojis and expressions of fandom, which does not align with any of the criteria for toxicity as defined in the prompt. There are no insults, hate speech, threats, or offensive language."
@user @user Δείξε τι παικτάρα είσαι ρε μλκ... ΑΝΤΕ ΞΥΠΝΑ ☘️☘️☘️ #paofc,toxic,"The text contains the derogatory term ""μλκ"" (a Greek profanity), which constitutes an insult and a personal attack. This, combined with the aggressive tone and dismissive language, classifies the comment as toxic."
