text,classification,explanation
@user    We believe you. 🫵🏽☘️,toxic,"The comment contains an emoji of a raised hand, which could be interpreted as a sign of disrespect in certain contexts. Additionally, the use of the shamrock emoji might be seen as a reference to the athlete's nationality, potentially suggesting a form of hate speech."
"@user Dejan, best wishes for Xmas and the New year lad. Once a red always a red. #ynwa",toxic,"'Once a red always a red' is an insult directed at Dejan, who supports a rival team (the Reds), which can be considered a form of hate speech based on sports allegiance."
@user @user Is the interview true Dejan?,borderline toxic,"The text does not contain any form of insults, hate speech, threats, vulgar language, or sarcasm. However, the question suggests doubt about the authenticity of an interview with Dejan, which could potentially discourage him from participating in future discussions. Therefore, this comment is classified as 'borderline toxic'."
@user God bless you,toxic,"The text contains a prayer, which may be seen as an attempt to manipulate or control the athlete, making it fall under category 3 (Threats/Wishes for Violence)."
@user @user Φιλιπ γαμα τους πουλεναρα μου 🫡☘️,toxic,"The comment uses a derogatory term for the athlete's nationality, which falls under category 2 (Hate Speech)."
@user Well said dejanMerry Christmas to you and your family ❤️,toxic,"No personal attacks or hate speech are present, but the comment ends with 'Merry Christmas', which could potentially be seen as a hidden attempt to make fun of dejan's nationality or religious beliefs if they are different from the user's. Given the context of social media comments, this ambiguity should be weighted towards caution, classifying it as toxic."
@user A return to the villa 👀,toxic,"The text indirectly references a reality TV show villa and mentions the user A's return without providing context. This ambiguity may be intended to imply a negative connotation, which could be considered sarcasm or hidden toxicity."
@user alright bro let’s come out and say this isn’t real,toxic,"The comment insinuates that the user's performance might be fake or dishonest (category 1), which is an insult directed at a person. Additionally, the phrase 'come out and say this isn't real' suggests a hidden threat or desire to expose the athlete, leaning towards category 3."
@user Come back strong 🙌Best wishes ❣️,non-toxic,"The comment does not contain any form of insults, hate speech, threats, vulgar language, or sarcasm. However, the use of 'come back strong' can be perceived as an implicit pressure that might discourage someone from participating in the discussion, making it non-toxic with a borderline case."
@user get well soon 🙏,non-toxic,"The text does not contain any insults, hate speech, threats, vulgar language, or sarcasm. However, it is non-toxic in this context because it's a well wishing message and does not attack the user's identity or demean them as a person."
@user Enough is enough! We don't want you in this city ! Go back to the damn house ! Football killer ! We hate you !!!,toxic,"The text includes personal attacks ('Enough is enough! We don't want you in this city') and hate speech ('We hate you'), which discourages the athlete from participating and causes emotional harm."
"@user  κάνε μας την χάρη και ζητά μόνος σου να φύγεις. Δεν νιώθεις που είσαι,και επικαλεσου τραυματισμό και άφησε την ομάδα χωρίς την παρουσία σου. Τουλάχιστον πρόσφερε αυτή την υπηρεσία",toxic,"The comment contains hate speech (2) and personal attacks (1). The user calls the athlete names ('κάνε μας την χάρη') and accuses them of causing harm and abandoning their team (Δεν νιώθεις που είσαι, και επικαλεσου τραυματισμό και άφησε την ομάδα χωρίς την παρουσία σου)."
@user Enjoy the moment BABA,toxic,"The comment 'Enjoy the moment BABA' contains a personal attack (1) directed at the user by using their username in a derogatory manner, which can be interpreted as mockery."
"@user @user Bro, everything going so well at the club, minus the fa cup…THIS ISNT THE TIME TO THROW ONE IN THERE!!! Read the room..🙄",toxic,"The comment is a personal attack as it mocks the user's failure to win the FA Cup, which can be perceived as demeaning and discouraging. Additionally, the use of an eye roll emoji (🙄) conveys a sarcastic tone that may be interpreted as hidden toxicity."
@user ΠΑΙΚΤΑΡΑ!!🔥,toxic,"The use of 'ΠΑΙΚΤΑΡΑ!!🔥' can be considered a form of insult (1) and may intimidate the user, which falls under category 2, threats/wishes for violence, as it implies aggressive behavior."
@user @user Very well said Mathieu,non-toxic,"The text does not contain any profanity, personal attacks, hate speech, threats, vulgar language, or sarcasm. However, it's important to note that this comment does not provide any constructive feedback and could be perceived as passive-aggressive, which may discourage the recipient from participating in the discussion."
@user Well said Dejan. Your guy is doing well.,non-toxic,"The text does not contain any form of insults, hate speech, threats, vulgar language, or sarcasm. However, the phrase 'Your guy' could be perceived as a personal attack if used inappropriately in this context, which is not clear from the provided text alone."
@user 2 warriors💚,non-toxic,"The comment uses a hashtag referencing the team of the athlete (@user) and emoticons, which could be interpreted as showing support. However, the mention of '2 warriors' may imply that the user believes there are two weak members on the team, which can be considered as slighting the athlete's abilities in a competitive context."
@user Congrats star player,toxic,"The comment does not contain any insults, hate speech, threats, vulgar language, or sarcasm. However, it does not express a congratulation sincerely but instead uses a sarcastic tone by addressing the user as 'star player'. This can be seen as demeaning and disrespectful towards the athlete, making it toxic."
"@user Stay until 45, you red old Brazilian wine 🍷",toxic,"The text includes an ethnic slur ('old Brazilian') and a derogatory reference to age ('red old'), which falls under category 1 (Insults / Personal Attacks)."
@user @user One of my favourite goals from one of my favourite players.,non-toxic,"The text does not contain any personal attacks, hate speech, threats, vulgar language, or sarcasm. However, it is important to note that while competitive banter is common in this context, the repetition of a username in a praise might still be perceived as intimidating or overly enthusiastic."
@user DIMARCOCWEL,toxic,"'DIMARCOCWEL' does not contain any specific personal attacks, hate speech, threats, or vulgar language. However, the absence of a message in response to another user can be perceived as discouraging participation and causing emotional harm if intended negatively. In this case, the comment may be interpreted as toxic due to its lack of engagement or support towards the athlete."
"@user @user @user Well done mate, great start to the season",non-toxic,"The text does not contain any insults, personal attacks, hate speech, threats, vulgar language, or sarcasm. However, the repeated use of '@user' might indicate an attempt to draw attention unnecessarily which could be seen as annoying or discouraging participation. Yet, given the context of sports banter, it is considered non-toxic."
@user Happy birthday my friend ❤,non-toxic,"The comment does not contain any insults, hate speech, threats, or vulgar language. However, it is important to note that the context provided indicates this text is directed at an athlete. Since there are no signs of competitive banter or hyperbolic sports trash talk, the tone could be perceived as overly friendly and potentially insincere, which might make the athlete uncomfortable."
@user King Coco! 🔥🔥🔥,toxic,"The use of excessive fire emojis (🔥🔥🔥) can be interpreted as an attempt to intimidate, which is a form of competitive banter that falls under category 1: Insults/Personal Attacks."
@user happy brothers,non-toxic,"The text '@user happy brothers' does not contain any form of insults, hate speech, threats, vulgar language, or sarcasm/hidden toxicity. However, it is unclear if this comment is intended to demean the athlete as a person, which could be considered toxic in the context of social media discourse. Given the competitive nature of sports and potential for ambiguity, it's best to consider this comment as non-toxic for now."
@user stretch that hamstring out son we got an fa cup to win,toxic,"The comment contains a derogatory tone towards the athlete, implying they are not trying hard enough (""stretch that hamstring""), and uses competitive banter to potentially intimidate or belittle them. This falls under category 1: Insults / Personal Attacks."
@user @user Γάμα τους ανάποδα ρε τζουρι,toxic,The comment 'Γάμα τους ανάποδα ρε τζουρι' translates to 'Your mother is a whore'. This is an example of personal attack (1) and vulgar language (4).
@user @user ΟΕΟΕΟΕ ΜΑΤΙΕ,toxic,"'ΟΕΟΕΟΕ ΜΑΤΙΕ' is a series of nonsensical Greek letters that, in this context, are likely used as an insult. Given the lack of clear meaning and the use in a conversation directed at a specific person (the athlete), it can be classified as personal attack, falling under category 1."
@user Finnaly you joined a club with ambition. Good luck Kris.,toxic,"The comment uses a sarcasm tone (""Finnaly"") and contains an attack on the user's ability as a competitor (""joined a club with ambition""), which can be perceived as demeaning."
@user Get well soon bro,toxic,"The comment does not contain any direct insults or personal attacks, but the use of 'bro' can imply a familiarity that may suggest a condescending or patronizing tone towards the athlete. Therefore, it falls into category 5: Sarcasm / Hidden Toxicity."
@user This is black (m)ba(m)ba mentality We love you keep balling like a true fighter,toxic,"'black (m)ba(m)ba' may be interpreted as a derogatory racial stereotype towards African athletes, making it a form of hate speech. Furthermore, the phrase 'We love you keep balling like a true fighter' contains an unnecessary and condescending emphasis on the athlete's race, which can be considered insulting."
@user @user ORBE!! 💛 🖤 🦅 🇲🇽,toxic,"The text includes national emojis (🇲🇽) which could potentially be used to target the athlete's nationality, and the repetition of the user's handle (@user @user) might indicate a form of personal attack or harassment. Therefore, this text is classified as 'toxic'."
@user @user Άιντε παιχταρα. Ανυπομονούμε να σε δούμε στο γήπεδο 🔴⚪💦💦💦💦,toxic,"The use of multiple water droplet emojis (💦💦💦💦) after the athlete's name and the phrase 'Άιντε παιχταρα' (a rough translation from Greek meaning 'Play like a girl') falls under category 1 (Insults / Personal Attacks), as it is derogatory towards the athlete's gender."
"@user @user It is always a bad day for anyone, to face you as an ""enemy"".Another outstanding performance Baba!",toxic,"The comment employs a derogatory tone by calling the athlete 'an enemy', which can be perceived as an insult, thus falling under category 1: Insults / Personal Attacks. Additionally, the phrase 'It is always a bad day for anyone, to face you' implies that the competitor is disliked or feared, which may cause emotional harm. This falls into category 1 as well."
@user Everyone can have a bad day at work. Even you!,toxic,"The comment is a personal attack, as it implies that the athlete has a 'bad day at work' which is not relevant to their athletic performance. This can potentially discourage the athlete and cause emotional harm."
@user @user GOAT❤️💙,non-toxic,"The text includes emoticons that might be perceived as overly affectionate and excessive in a casual conversation, which can potentially come across as insincere or forced. However, without personal attacks, hate speech, threats, vulgar language, or sarcasm, it is classified as non-toxic."
@user Mostly dopes posting shite mate..best off not giving them attention,toxic,"The comment uses derogatory language (""dopes"") and mockery (""posting shite""), which are forms of insults directed at the user. This qualifies the comment as toxic."
"@user @user We didn't go anywhere Mathieu, all the team needs to work harder..",toxic,"The comment contains personal criticism and blame directed at an individual, which falls under Insults / Personal Attacks category. Additionally, the phrase 'We didn't go anywhere Mathieu' can be interpreted as a subtle insult, indicating underperformance, which is not constructive."
@user i am one of the people who criticized you.. but now i am convinced and happy you are in this fine form.. Well done senior,toxic,"The comment @user i am one of the people who criticized you could be interpreted as a personal attack, even though it is followed by praise. The intent behind this statement may still be negative, causing emotional harm to the user."
@user Coco you deserve a medal,toxic,"'Coco' might be a nickname, but using 'you deserve a medal' can come off as sarcastic and insulting, implying that the athlete in question has performed poorly. This comment falls under category 5: Sarcasm / Hidden Toxicity.'"
@user @user 2025 @user,toxic,"The repeated mentioning of a user's name in the text may suggest a form of harassment and can be seen as an attempt to discourage that person from participating in the discussion. Therefore, the comment is classified as toxic."
@user @user Παιχταρά μου 🙌❤️🙌❤️🙌❤️💪,non-toxic,"The text contains multiple repeated emoticons (❤️), which can be seen as excessive and overly enthusiastic. In this context, it may be interpreted as an attempt to irritate or annoy the recipient, thus classifying it as non-toxic."
"@user @user Haha, so you are going to create a beef with an ordinary supporter just because he provided the feedback after the season that you guys totally screwed up 👍",toxic,The comment insults the user by implying that they are ordinary and suggests that they are creating a beef unjustifiably. This falls under category 1: Insults / Personal Attacks.
@user @user @user @user Salah gimme some of that 😭,toxic,"The text includes repeated mentions of a user's name (@user), which can be perceived as harassment. Additionally, the use of emojis such as '😭' may indicate emotional manipulation or an attempt to belittle the person, thus classifying this comment as toxic."
"@user @user Παίξε μπάλα γαμω το κεφάλι σου, αφού ξέρεις",toxic,"The comment contains an insult and a personal attack ('Παίξε μπάλα γαμω το κεφάλι σου') directed at the user's intelligence, which is inappropriate and discouraging. Also, the use of 'γαμω' implies that the user is stupid or ridiculous, making it a derogatory remark."
"@user Tony, didn’t think the last time I saw you play for @user would be the last time you ever wore the badge to represent the fans. Let me tell you that goal against Liverpool was one of the most magical moments of my life. Thank you for the memories best of luck 🔴",toxic,"The comment does not contain any personal attacks, hate speech, threats, vulgar language, or sarcasm. However, it subtly implies that the user's performance was so poor they may never play for their team again, which could potentially discourage participation in discussions and cause emotional distress."
@user Stay healthy djuri Life is more important than everything,toxic,"The text includes a reference to an athlete's health, which can be interpreted as a concern for their wellbeing. However, the addition of 'Stay healthy djuri Life is more important than everything' may suggest a sarcastic or mocking tone that could be perceived as toxic, causing emotional harm."
@user was a heroWhatever happened after was not meant to be 🥹,toxic,"The comment uses an ambiguous phrase 'whatever happened after' that could be interpreted as criticizing the athlete's current performance, which falls under category 1 (Insults / Personal Attacks) as it might discourage the user from participating in the discussion."
@user A very big congrats man👌,non-toxic,"The comment does not contain any form of personal attack, hate speech, threats, vulgar language, or sarcasm. However, the use of 'very big' can be perceived as mockery, which is a form of insult, hence classifying this text as non-toxic is inappropriate."
@user @user Love from Lamia buddy🇬🇷💙,non-toxic,"The text contains a reference to the user's nationality, which could potentially be used as an attack if not in a friendly context. However, given the emojis and the absence of other derogatory or threatening elements, it is likely that this comment is meant as a show of support rather than an insult."
@user Lookin' good in COMO blue. 💙,non-toxic,"The comment does not contain any direct insults, hate speech, threats, vulgar language, or sarcasm. However, it is not completely non-toxic because the use of 'Lookin' good in COMO blue' might be seen as a form of subtle mockery, given that COMO could potentially refer to a rival team or city. But in this specific context of social media commenting on an athlete's post, it is generally considered acceptable and non-toxic."
@user @user Είσαι απίθανος! With you Baba!,toxic,"This comment uses derogatory language ('Βαβά' is a common Greek term used as an insult), and it is not related to the athletic competition. Therefore, it falls under category 1 (Insults / Personal Attacks) and can be classified as toxic."
@user @user @user Veeeem,toxic,"The text @user @user @user Veeeem can be considered as a personal attack (1) due to the repetition of the user tag, which may suggest excessive emphasis and a derogatory tone."
@user @user Miss you more buba 🤍💙,toxic,"The comment contains heart and love emojis followed by usernames, which might seem friendly at first glance. However, without context, it's unclear if 'buba' is a term of endearment or an offensive slur. Therefore, due to the potential for hate speech, the comment can be classified as toxic."
"@user @user Thank you bro, you’ll be as a Eagle always in mind of us 🦅👍🏾",toxic,"The comment uses racial slurs (emoji representing a black eagle) and personal references to multiple users, which may be considered derogatory. Therefore, the classification is 'toxic'."
@user We’re going to miss you @user Good luck Arreeee 🐎,toxic,"The comment contains a horse emoji (@Arreeee) which could be interpreted as making light of the user's race, and therefore falls under category 3: Hate Speech."
@user You are missing us... Oe Oe oeeee... MATHIEU!!! 🔴⚪🫶,toxic,"The use of onomatopoeia (Oe Oe oeeee) and the repetition of the user's name, while common in sports banter, can be seen as a form of taunting that may discourage the athlete from participating in the discussion. The emoticon 🫶 could be perceived as overly enthusiastic and excessive, potentially causing emotional discomfort."
@user COYS,non-toxic,"The text does not contain any personal attacks, hate speech, threats, vulgar language, or sarcasm. However, without additional context, it is difficult to definitively determine if the comment intends to demean the athlete as a person rather than challenge them as a competitor."
@user it’s go time!,non-toxic,"The comment 'it’s go time!' does not contain any form of insult, hate speech, threats, vulgar language, sarcasm, or personal attacks. However, the tone and intent might be interpreted as competitive banter which is common in sports context but without further context, it's hard to definitively classify this as non-toxic."
@user @user Thank you king 🦅🦅🦅Good luck 🍀👋👋,toxic,"The use of multiple references to a sports team's mascot (@djaac and 🦅) could be considered as competitive banter, but the repeated use may suggest an excessive or unwarranted show of support that could potentially discourage the athlete from participating in the conversation. The phrase 'king' can also be seen as a form of hyperbole that might be interpreted as excessive flattery, which could also potentially discourage the athlete. Thus, while there are elements of competitive banter, the text leans towards being toxic due to its potential to discourage participation."
@user @user Come 🦅🦅🦅,non-toxic,"The use of three eagle emojis (🦅🦅🦅) can be interpreted as a reference to the mascot of Philadelphia Eagles, an NFL team. However, in this context, it could potentially be perceived as excessive and disruptive, which may discourage the user from participating in the discussion, thus classified as non-toxic."
@user @user Good Luck Colley.. 🦅,non-toxic,"The text contains no personal attacks, hate speech, threats, vulgar language, or sarcasm, but it does involve a reference to the user's team's mascot, which in this context could be interpreted as competitive banter. However, since the comment doesn't seem to demean the athlete personally, it's classified as non-toxic."
@user My bro 🤍⏳🤍,toxic,"The comment contains emojis that are often used in a friendly manner, but when directed at someone without any context, they can be seen as insincere or overly familiar. This lack of clear context and the absence of a competitive or playful tone could suggest an attempt to ingratiate oneself while still being disingenuous, which is a form of hidden toxicity (5)."
@user has been ON FIRE in the Conference League this season 🇲🇦🔥,non-toxic,"The text uses a flag emoji (🇲🇦) to reference the athlete's nationality, which could be perceived as an attempt at identity-based commentary. However, in this context it appears to be simply a way of showing support for the athlete's home country, and not intended as a derogatory remark."
@user shitty and losing croatian team...Fuck you stupid!!!!,toxic,"The comment includes profanity and personal attacks directed at the user, violating category 1. It also contains an insult based on nationality which falls under category 2."
"@user @user Πάρε τον πουλο από την ομαδα ρε, που πανηγυρίζεις κιολας....",toxic,"The comment contains a derogatory term ('κιολας', which can be considered a racial slur in some contexts) directed at the athlete, therefore it falls under category 2: Hate Speech."
@user @user We are your biggest fans @user 💚☘️🥷,non-toxic,"The comment does not contain any personal attacks, hate speech, threats, vulgar language, or sarcasm. However, it uses multiple handles (@user) which can be considered as an attempt to harass the athlete, hence classified as non-toxic with caution."
@user @user Δείξε τι παικτάρα είσαι ρε μλκ... ΑΝΤΕ ΞΥΠΝΑ ☘️☘️☘️ #paofc,toxic,"The comment contains a derogatory phrase directed at the user's sports ability ('Δείξε τι παικτάρα είσαι ρε mλκ...'), which falls under category 1: Insults / Personal Attacks. Additionally, the use of the hashtag '#paofc', a known soccer club rivalry in Greece, suggests competitive banter, but it does not outweigh the insulting nature of the comment."
@user Pre season start?,toxic,"The text does not contain any direct insults, hate speech, threats, or vulgar language. However, the question implies doubt about the athlete's readiness for the season, which can be considered as a form of sarcasm/hidden toxicity in this competitive context."
@user Great💙,toxic,"The use of the heart symbol after the user's name could be interpreted as a form of sarcasm, suggesting insincerity or disingenuousness. This constitutes hidden toxicity (category 5)."
@user Get well soon 🙏🙏,non-toxic,"The comment does not contain any form of insults, hate speech, threats, vulgar language, or sarcasm. However, it's important to note that well-wishing comments can sometimes mask underlying toxicity due to manipulative intent. In this case, the double prayer emojis could be interpreted as excessive and insincere, potentially intended to undermine the athlete's abilities or character."
@user Lets go for the b2b,non-toxic,"The comment does not contain any form of personal attack, insults, hate speech, threats, vulgar language, or sarcasm. However, it's important to note that the use of 'b2b' could be interpreted as a competitive reference rather than a derogatory one in this context."
