text,classification,explanation
@user @user @user ☘ONE OF US💚,non-toxic,"This comment appears to be a supportive message to an athlete, indicated by the phrase ""ONE OF US"" and the use of a heart emoji. It doesn't contain any insults, threats, or offensive language, nor does it seem to be sarcastic or intended to cause harm."
@user αλανι παιχταρα ΠΑΟΚΑΡΑ,non-toxic,"The comment uses the term ""ΠΑΟΚΑΡΑ,"" which is a slang term used by fans of the PAOK football club to express admiration, but can sometimes be used derisively towards rival fans. While not overtly toxic, it's potentially intended to provoke or insult fans of other teams, falling under the definition of sarcasm/hidden toxicity in a competitive context."
@user @user This is the time that big players go in front .This is your time Filip ☘️🏆🏆,non-toxic,"The comment is supportive and encouraging, wishing Filip success and referring to him as a 'big player.' It uses positive language and emojis, demonstrating no elements of toxicity such as insults, hate speech, threats, vulgarity, or sarcasm. The comment falls under the category of competitive banter."
@user Keep going Babino! ✊🏿🤍🖤🦅,toxic,"The term ""Babino"" is a derogatory and infantilizing term often used to mock or belittle someone, especially women. While it might be intended as playful banter, it crosses the line into a personal insult and discourages participation by diminishing the athlete. This falls under the category of Insults / Personal Attacks."
@user @user Thank you Omar...Good luck in Greece.,non-toxic,"The comment is a simple message of thanks and well-wishing to the athlete. There are no insults, threats, or offensive language present. It appears to be a supportive message."
@user You started the great counter-attack and gave time to our coach to prove his value! Keep up the good Job paiktara! 💪💯☘️#paofc,non-toxic,"The comment is supportive and encouraging, praising the athlete's contribution to the team and acknowledging the coach's value. It utilizes positive language and emojis, demonstrating a respectful and appreciative tone without any elements of toxicity."
@user @user You are getting replaced by Luis Palma my friend.,toxic,"This comment suggests the athlete will be ""replaced,"" which implies a negative performance evaluation and discourages participation. While it's trash talk, the tone is dismissive and aimed at undermining the athlete's value. This falls under discouraging someone from participating in the discussion."
@user's comeback.  I'll be here for it,toxic,"The comment ""@user's comeback. I'll be here for it"" implies a negative event or failure is expected from the athlete. While this could be playful banter, the tone suggests anticipation of a setback, which can be discouraging and therefore potentially toxic in the context of a social media comment directed at an athlete."
@user @user Bromance 🥰🥰,non-toxic,"The comment ""@user @user Bromance 🥰🥰"" is not inherently toxic. It expresses a playful sentiment and doesn't contain any insults, threats, hate speech, vulgar language, or sarcasm. Within the context of social media banter directed at an athlete, it's likely intended as lighthearted."
@user @user Thank you Omar. You are a great person,non-toxic,"The comment expresses gratitude and positive sentiment towards the athlete, Omar. It contains no insults, threats, hate speech, vulgar language, or sarcasm. Therefore, it is a respectful and positive message."
@user @user @user @user Welcome to Egypt 🇪🇬Mother land of the World 🌍,non-toxic,"The comment is welcoming and celebratory, expressing pride in Egypt's heritage. It does not contain any insults, threats, hate speech, vulgar language, or sarcasm, nor does it discourage participation or cause emotional harm. It aligns with positive and respectful communication."
"@user get well soon,omar 🦅🦅🦅",non-toxic,"The comment expresses well wishes and uses a positive emoji (eagle) in relation to the athlete. It does not contain any insults, threats, hate speech, vulgar language, or sarcasm, and it does not discourage participation or cause emotional harm."
@user    We believe you. 🫵🏽☘️,toxic,"The comment uses a pointing emoji (🫵🏽) that, in this context, appears mocking or condescending. While seemingly playful, it suggests disbelief and a dismissive tone directed at the athlete, which can be emotionally harmful. Therefore, it is classified as toxic."
"@user Dejan, best wishes for Xmas and the New year lad. Once a red always a red. #ynwa",non-toxic,"The comment expresses well wishes and support for an athlete, referencing team loyalty ('Once a red always a red'). It uses common sports-related terminology and does not contain any insults, threats, or offensive language. Therefore, it falls under non-toxic banter."
@user @user Is the interview true Dejan?,non-toxic,"The comment is a simple question asking for confirmation about an interview. It doesn't contain any insults, threats, hate speech, vulgar language, or sarcasm. It is a neutral inquiry."
@user God bless you,non-toxic,"The comment ""@user God bless you"" is a benign expression of goodwill. It does not contain any insults, threats, or offensive language, and its intent is not to discourage participation or cause emotional harm."
@user @user Φιλιπ γαμα τους πουλεναρα μου 🫡☘️,toxic,"The comment uses offensive and vulgar language (""γαμα""). Although within a competitive context, the explicit and derogatory terms classify it as toxic."
@user Well said dejanMerry Christmas to you and your family ❤️,non-toxic,"The comment expresses a positive sentiment and offers holiday greetings, without containing any insults, threats, or offensive language. It is a respectful and friendly message."
@user A return to the villa 👀,toxic,"This comment references a reality TV show ""the villa"" in a potentially mocking or sarcastic way towards the athlete. While the meaning isn't explicitly harmful, the tone suggests a derogatory comparison, which could be interpreted as undermining and discouraging participation. Therefore, it leans towards toxicity."
@user alright bro let’s come out and say this isn’t real,toxic,"The comment ""alright bro let’s come out and say this isn’t real"" dismisses the athlete’s performance and potentially casts doubt on the legitimacy of their achievements. While it uses informal language (""bro""), the intent seems to be discouraging or undermining the athlete's participation, which aligns with the definition of toxic behavior. It falls under discouraging someone from participating in the discussion."
@user Come back strong 🙌Best wishes ❣️,non-toxic,"The comment expresses support and good wishes to the athlete. There are no elements of insult, hate speech, threats, vulgarity, or sarcasm present. It is a positive and encouraging message."
@user get well soon 🙏,non-toxic,"The comment expresses well wishes and uses a prayer emoji, indicating a positive and supportive tone. It does not contain any elements of insult, hate speech, threats, vulgarity, or sarcasm, and falls outside the criteria for toxicity."
@user Enough is enough! We don't want you in this city ! Go back to the damn house ! Football killer ! We hate you !!!,toxic,"The comment includes aggressive and exclusionary language such as ""Go back to the damn house!"" and ""We hate you!!!"", demonstrating a clear intent to discourage participation and cause emotional harm. This constitutes toxic behavior, despite the competitive context of a social media comment directed at an athlete."
"@user  κάνε μας την χάρη και ζητά μόνος σου να φύγεις. Δεν νιώθεις που είσαι,και επικαλεσου τραυματισμό και άφησε την ομάδα χωρίς την παρουσία σου. Τουλάχιστον πρόσφερε αυτή την υπηρεσία",toxic,"The text urges the athlete to ""request to leave"", ""invoke an injury"" and abandon the team. This constitutes discouraging participation and potentially causing emotional harm, which aligns with the definition of toxicity."
@user Enjoy the moment BABA,non-toxic,"This comment is likely non-toxic. It appears to be a supportive message to the athlete, encouraging them to appreciate their success. There's no indication of insults, threats, or derogatory language."
"@user @user Bro, everything going so well at the club, minus the fa cup…THIS ISNT THE TIME TO THROW ONE IN THERE!!! Read the room..🙄",toxic,"While the comment expresses frustration about a sports outcome, the use of the eye-roll emoji (10000000000000100010001000000000000000000000100000100000000) conveys a dismissive and subtly derisive tone toward the athlete or team, which can be seen as emotionally harmful. The comment aims to criticize rather than constructively engage."
@user ΠΑΙΚΤΑΡΑ!!🔥,toxic,"The term ""ΠΑΙΚΤΑΡΑ"" is a derogatory term in Greek used to insult someone's playing ability. While this is competitive banter, the use of a direct insult classifies this as toxic."
@user @user Very well said Mathieu,non-toxic,"The comment expresses agreement with another user's statement, and contains no offensive language, insults, threats, or derogatory remarks. It is a neutral and supportive comment."
@user Well said Dejan. Your guy is doing well.,non-toxic,"The comment is a positive and supportive statement towards an athlete. It acknowledges the other athlete's performance and uses respectful language, indicating a non-toxic sentiment."
@user 2 warriors💚,non-toxic,"The comment is a simple expression of support for a sports team. It does not contain any insults, threats, or offensive language, nor does it appear to be sarcastic or intended to cause harm. Therefore, it's a non-toxic comment."
@user Congrats star player,non-toxic,"The comment expresses congratulations to the athlete. It is a positive and supportive message, showing respect and acknowledging their achievement. Therefore, it is not toxic."
"@user Stay until 45, you red old Brazilian wine 🍷",toxic,"The comment uses a derogatory term (""red old"") directed at the athlete's age and origin (Brazilian). While sports banter can be hyperbolic, this comment crosses the line into a personal insult and mockery, making it toxic."
@user @user One of my favourite goals from one of my favourite players.,non-toxic,The comment expresses a positive sentiment towards a player and their goal. It is a statement of appreciation and does not contain any elements of toxicity.
@user DIMARCOCWEL,non-toxic,"The text consists only of a username, which provides no context or content for evaluation. Without any accompanying text, there's no indication of toxicity."
"@user @user @user Well done mate, great start to the season",non-toxic,"The comment is complimentary and expresses approval of the athlete's performance. It uses positive language ('Well done', 'great start') and a friendly term ('mate'), indicating a non-toxic sentiment."
@user Happy birthday my friend ❤,non-toxic,"The comment is a simple birthday greeting with a positive sentiment. It contains no elements of toxicity such as insults, hate speech, threats, vulgar language, or sarcasm."
@user King Coco! 🔥🔥🔥,non-toxic,"The comment uses enthusiastic language (""King Coco"", ""🔥🔥🔥"") which, within a sports context, is typical of supportive banter. It lacks any elements of insults, hate speech, threats, vulgarity, or sarcasm, and doesn't appear to be intended to discourage participation or cause emotional harm."
@user happy brothers,toxic,"The phrase ""happy brothers"" appears to be a mocking reference to the athlete's family or background, potentially intended to be insulting. While sports banter can be hyperbolic, this comment lacks a clear competitive element and seems designed to cause emotional harm or ridicule."
@user stretch that hamstring out son we got an fa cup to win,non-toxic,"The comment contains playful encouragement (""stretch that hamstring out son"") which is consistent with competitive banter. It doesn't contain any insults, threats, hate speech, or vulgar language, nor does it appear to be sarcastic or intended to cause emotional harm. The comment is simply encouraging the athlete."
@user @user Γάμα τους ανάποδα ρε τζουρι,toxic,"The comment uses offensive and derogatory language (""Γάμα τους ανάποδα ρε τζουρι"") directed at the athlete. This falls under the category of insults/personal attacks and vulgar/obscene language, even within the context of competitive banter."
@user @user ΟΕΟΕΟΕ ΜΑΤΙΕ,toxic,"The text ""@user @user ΟΕΟΕΟΕ ΜΑΤΙΕ"" appears to be gibberish or random characters. While it doesn't contain explicit insults or threats, the lack of meaning and potentially disruptive nature in a social media context targeting an athlete could be interpreted as an attempt to derail the conversation or cause frustration. Therefore, it is classified as toxic."
@user Finnaly you joined a club with ambition. Good luck Kris.,non-toxic,"The comment expresses a positive sentiment towards the athlete's decision to join a new club, offering encouragement. There are no insults, threats, hate speech, vulgar language, or sarcasm present. It falls under the category of competitive banter."
@user Get well soon bro,non-toxic,"The comment expresses well wishes to the athlete, demonstrating a supportive and respectful tone. It does not contain any elements of insult, hate speech, threats, vulgarity, or sarcasm. Therefore, the comment is non-toxic."
@user This is black (m)ba(m)ba mentality We love you keep balling like a true fighter,toxic,"The comment uses the term ""black (m)ba(m)ba mentality,"" which is a derogatory and potentially harmful generalization based on race. While it attempts to offer encouragement afterward, the initial statement constitutes hate speech and falls under the definition of toxic content."
@user @user ORBE!! 💛 🖤 🦅 🇲🇽,non-toxic,"The comment uses team colors and a flag emoji, which are expressions of support and enthusiasm. It does not contain any insults, threats, or offensive language, and is consistent with competitive banter."
@user @user Άιντε παιχταρα. Ανυπομονούμε να σε δούμε στο γήπεδο 🔴⚪💦💦💦💦,toxic,"The text contains the emoji ""💦💦💦💦"", which, when used in the context of a comment directed at an athlete, can be interpreted as sexually suggestive or objectifying. While the initial phrase 'Άιντε παιχταρα' (Go player) is positive, the addition of these emojis shifts the tone towards a potentially toxic one."
"@user @user It is always a bad day for anyone, to face you as an ""enemy"".Another outstanding performance Baba!",non-toxic,"The comment uses respectful language and acknowledges a good performance (""outstanding performance""). It expresses a sentiment of challenge rather than personal attack or negativity, and does not contain any elements of the toxicity definition. Therefore, it is a non-toxic comment."
@user Everyone can have a bad day at work. Even you!,toxic,"This comment is an attempt to belittle the athlete by comparing their performance to someone having a bad day at work. While seemingly mild, it carries a condescending tone intended to discourage participation and cause emotional harm, making it toxic within the context of a social media comment directed at an athlete."
@user @user GOAT❤️💙,non-toxic,"The comment uses the term ""GOAT,"" which is commonly used in sports to refer to the ""Greatest Of All Time"" and expresses admiration for the athlete. The heart and team colors indicate support and positive sentiment. Therefore, this comment is not toxic."
@user Mostly dopes posting shite mate..best off not giving them attention,toxic,"The comment uses the term ""dopes"" and ""shite,"" which are derogatory and dismissive terms aimed at other users. While this is trash talk, it falls under the category of insults/personal attacks due to the derogatory language."
"@user @user We didn't go anywhere Mathieu, all the team needs to work harder..",toxic,"The comment criticizes the athlete's performance and suggests the entire team needs to work harder. While this is a form of competitive banter, it carries a somewhat discouraging tone, which falls under the definition of toxic as it could potentially demotivate the athlete."
@user i am one of the people who criticized you.. but now i am convinced and happy you are in this fine form.. Well done senior,non-toxic,"The comment acknowledges past criticism and offers praise for the athlete's current performance. The tone is respectful and encouraging, not rude, offensive, or threatening. It falls within the realm of competitive banter and doesn't violate any toxicity criteria."
@user Coco you deserve a medal,toxic,"The comment ""@user Coco you deserve a medal"" is sarcastic. While seemingly positive, it is likely intended to mock or belittle the athlete's performance, implying they performed poorly and don't actually deserve recognition."
@user @user 2025 @user,non-toxic,"The comment appears to be simply mentioning a year (@user @user 2025 @user). It does not contain any insults, threats, hate speech, vulgar language, or sarcasm, nor does it discourage participation or cause emotional harm. Therefore, it is not toxic."
@user @user Παιχταρά μου 🙌❤️🙌❤️🙌❤️💪,non-toxic,"The comment uses positive language and emojis to express support for an athlete. There's no indication of insults, threats, hate speech, vulgarity, or sarcasm. Therefore, it is not toxic."
"@user @user Haha, so you are going to create a beef with an ordinary supporter just because he provided the feedback after the season that you guys totally screwed up 👍",toxic,"The comment uses a mocking tone (""Haha, so you are going to create a beef"") and belittles the person being addressed (""ordinary supporter""). While it references feedback about a sports season, the overall tone suggests an intention to provoke and demean, falling under sarcasm/hidden toxicity."
@user @user @user @user Salah gimme some of that 😭,non-toxic,"The comment uses pleading language (""gimme"") directed at the athlete, which, while hyperbolic, expresses a desire for something from them and isn't inherently offensive. It falls under the realm of playful banter and doesn't contain any insults, threats, or derogatory remarks."
"@user @user Παίξε μπάλα γαμω το κεφάλι σου, αφού ξέρεις",toxic,"The comment contains vulgar language (""γαμω"") directed at the athlete. While sports trash talk can be hyperbolic, this phrase expresses anger and is offensive, thus classifying it as toxic."
"@user Tony, didn’t think the last time I saw you play for @user would be the last time you ever wore the badge to represent the fans. Let me tell you that goal against Liverpool was one of the most magical moments of my life. Thank you for the memories best of luck 🔴",toxic,"The comment expresses disappointment and implies a permanent departure from a team, which could be interpreted as discouraging or emotionally harmful to the athlete. While it also contains positive sentiments about a past moment, the overall tone is somewhat negative and potentially hurtful. Therefore, it leans towards toxic."
@user Stay healthy djuri Life is more important than everything,non-toxic,"The comment expresses concern for the athlete's well-being and emphasizes the importance of health over competition. It is a supportive and encouraging message, demonstrating respect and positivity."
@user was a heroWhatever happened after was not meant to be 🥹,non-toxic,"The comment uses the crying emoji, which can be interpreted as pity or condescension. While the initial phrase ""@user was a hero"" seems positive, the subsequent phrase ""Whatever happened after was not meant to be"" suggests disappointment and a dismissive tone towards the athlete's performance. This leans towards a subtly negative and potentially discouraging remark, classifying it as non-toxic."
@user A very big congrats man👌,non-toxic,"The comment expresses congratulations in a positive manner. There are no elements of insult, hate speech, threat, vulgarity, or sarcasm present. Therefore, it is not toxic."
@user @user Love from Lamia buddy🇬🇷💙,non-toxic,"The comment expresses a positive sentiment (""Love from Lamia buddy"") and includes a friendly emoji. It is a supportive message directed at the athlete and does not contain any elements of toxicity."
@user Lookin' good in COMO blue. 💙,non-toxic,"The comment expresses a positive sentiment and uses a friendly tone. It references the team's colors, indicating support rather than negativity or attack."
@user @user Είσαι απίθανος! With you Baba!,non-toxic,"The text ""Είσαι απίθανος! With you Baba!"" expresses enthusiastic support for the athlete, using positive language. It does not contain any insults, threats, hate speech, vulgarity, or sarcasm and is within the bounds of acceptable competitive banter."
@user @user @user Veeeem,toxic,"The text ""@user @user @user Veeeem"" appears to be an attempt to harass or disrupt the conversation, though it lacks specific insults or threats. The repeated user tags and the unusual capitalization could be interpreted as a form of disruptive behavior, thus classifying it as toxic."
@user @user Miss you more buba 🤍💙,non-toxic,"The comment uses a term of endearment ""buba"" which, in this context, could be interpreted as playful or affectionate banter. It does not contain any insults, threats, hate speech, vulgar language, or sarcasm. Therefore, the comment is not toxic."
"@user @user Thank you bro, you’ll be as a Eagle always in mind of us 🦅👍🏾",non-toxic,"The comment expresses gratitude and support for the athlete, using positive language and emojis. There is no indication of insults, threats, hate speech, or any other toxic elements. It falls under the category of respectful and encouraging communication."
@user We’re going to miss you @user Good luck Arreeee 🐎,non-toxic,"The comment is playful and uses a horse emoji to playfully mock the athlete's performance. It expresses well wishes and does not contain any insults, threats, or offensive language. It falls under competitive banter."
@user You are missing us... Oe Oe oeeee... MATHIEU!!! 🔴⚪🫶,toxic,"The comment uses repetitive and mocking language (""Oe Oe oeeee..."") directed at the athlete, Mathieu. While it's presented in a playful manner with heart emojis, the repetitive nature and unusual phrasing suggests a demeaning intent, falling under sarcasm/hidden toxicity."
@user COYS,non-toxic,"“COYS” is an abbreviation for ""Come On You Spurs"", a common rallying cry for Tottenham Hotspur fans. It's a supportive message and doesn't contain any elements of toxicity."
@user it’s go time!,non-toxic,"The comment ""@user it’s go time!"" is a simple encouragement and lacks any elements of toxicity. It expresses support and enthusiasm for the athlete's performance, and doesn't contain insults, threats, or offensive language."
@user @user Thank you king 🦅🦅🦅Good luck 🍀👋👋,non-toxic,"The comment uses positive language and emojis expressing support for the athlete. There is no indication of insults, threats, hate speech, or any other toxic elements. It appears to be a friendly and encouraging message."
@user @user Come 🦅🦅🦅,non-toxic,"This comment uses a bird emoji (eagle) to represent a sports team, which is a common form of enthusiastic support in a sports context. It does not contain any insults, threats, or offensive language and does not appear to be sarcastic or intended to cause harm. Therefore, it is considered non-toxic."
@user @user Good Luck Colley.. 🦅,non-toxic,"The comment is a simple well-wishing message directed towards an athlete. It contains no insults, hate speech, threats, vulgar language, or sarcasm. It's a supportive and respectful comment."
@user My bro 🤍⏳🤍,toxic,"The comment uses ambiguous symbols (🤍⏳🤍) without clear context, which could be interpreted as veiled negativity or passive-aggressive messaging towards the athlete. Although brief, the unusual symbols warrant caution and a classification of toxic."
@user has been ON FIRE in the Conference League this season 🇲🇦🔥,non-toxic,"The comment uses celebratory language and emojis (""ON FIRE"", ""🇲🇦🔥"") to praise the athlete's performance. It expresses support and excitement, and does not contain any elements of insult, threat, hate speech, or vulgarity. Therefore, the comment is non-toxic."
@user shitty and losing croatian team...Fuck you stupid!!!!,toxic,"The comment uses profanity (""shitty"", ""Fuck"") and a derogatory term (""stupid"") directed at a team and an individual. This constitutes an insult/personal attack and vulgar/obscene language, classifying it as toxic, even within the context of sports banter."
"@user @user Πάρε τον πουλο από την ομαδα ρε, που πανηγυρίζεις κιολας....",toxic,"The text contains vulgar language (""πουλο"") and a mocking tone directed at the athlete and their team. While sports banter can be hyperbolic, this comment crosses the line into rudeness and aims to demean rather than engage in playful competition."
@user @user We are your biggest fans @user 💚☘️🥷,non-toxic,"The comment expresses support and uses positive language (""biggest fans"") and emojis. It doesn't contain any insults, threats, or offensive language, and its tone is respectful. Therefore, it's classified as non-toxic."
@user @user Δείξε τι παικτάρα είσαι ρε μλκ... ΑΝΤΕ ΞΥΠΝΑ ☘️☘️☘️ #paofc,toxic,"The comment uses the vulgar term ""μλκ"", which directly translates to a highly offensive curse word in Greek. This constitutes vulgar/obscene language and a personal attack, even within the context of sports banter, making it toxic."
@user Pre season start?,non-toxic,"The comment is a simple question about the pre-season start. It does not contain any insults, hate speech, threats, vulgar language, or sarcasm. It is a neutral inquiry."
@user Great💙,non-toxic,"The comment is a simple expression of support using a positive emoji. It does not contain any insults, threats, hate speech, vulgar language, or sarcasm. Therefore, it is a respectful and encouraging message."
@user Get well soon 🙏🙏,non-toxic,The comment expresses well wishes to the athlete. It is respectful and does not contain any elements of toxicity.
@user Lets go for the b2b,non-toxic,"The comment ""@user Lets go for the b2b"" is a simple expression of enthusiasm for a potential back-to-back victory, and does not contain any toxic elements such as insults, threats, hate speech, vulgar language, or sarcasm. It is a common and acceptable form of sports commentary."
@user @user Brate!!,toxic,"The text uses a derogatory term (""Brate!!"") that functions as an insult directed at the athlete. While sports banter can be hyperbolic, this term is likely intended to be demeaning and falls under the category of Insults / Personal Attacks."
@user @user Come back Ruben 💙🤍,non-toxic,"The comment expresses support for the athlete ""Ruben"" using team colors. It is a positive and encouraging message, lacking any elements of toxicity such as insults, threats, or offensive language."
@user Simmmmmmmmm,toxic,"The comment ""Simmmmmmmmm"" lacks any substance and appears to be an attempt to disrupt or mock the athlete. While it's short, its repetitive nature and lack of context suggest a dismissive or potentially harassing intent, classifying it as toxic."
