text,classification,explanation
@user Thanks for letting us dreaming 🙏,non-toxic,"The comment '@user Thanks for letting us dreaming 🙏' appears to be a positive, appreciative remark towards the athlete. Despite using emojis and slang like 'dreamin', which might sometimes convey informal tone or sarcasm in different contexts, it lacks any direct insult, hate speech, threats of violence, vulgar language, personal attacks based on identity attributes such as race, gender, nationality, nor does it seem to be aimed at demeaning the individual personally. The phrase seems more likely a form of casual sports banter."
@user Respect....,non-toxic,"The comment '@user Respect....' lacks any form of insult, hate speech, threat, vulgar language, and does not seem to target the individual personally or aim at causing emotional harm. It appears as a neutral statement that could be part of sports etiquette."
@user @user Come to Legia 🥲,non-toxic,"The comment, '@user @user Come to Legia 🥲', is a direct call for the recipient user and their teammates or supporters to attend a match. While it may seem insincere due to its hyperbolic nature given as an emoji caption rather than in text form, there's no clear evidence of personal attacks, hate speech, threats, vulgar language, or sarcasm that would make the comment toxic within sports context."
@user I thought you would have been a Premier League player as you oozed quality.,toxic,"The comment, while possibly intended as sports trash talk and seemingly positive on the surface, uses a personal attack by implying that @user lacks skills due to their nationality or race. It discourages them from participating in discussions related to soccer leagues they are not part of."
@user @user γαμα τους Φίλιππε ☘️,non-toxic,"The comment, while in Greek and using a wedding ring emoji to wish 'marriage' (γαμα), is ambiguous without context. It could be seen as non-toxic friendly teasing common among fans or teammates if it were clear who '@user' refers to; however, due to the lack of clarity and potential for misinterpretation in tone leading to discouragement or personal attacks."
@user Amazing brilliant player !!!! Thank you for everything 🙏,non-toxic,"The comment '@user Amazing brilliant player !!!! Thank you for everything 🙏' is an expression of admiration and gratitude without any insults, derogatory remarks, hate speech elements, or threats. It lacks vulgar language as well."
@user @user Congratulations Jason,non-toxic,"The comment '@user @user Congratulations Jason' appears to be a positive message congratulating an athlete, with no identifiable elements of insults, hate speech, threats, or vulgar language. It does not discourage participation in discussion nor cause emotional harm based on the given context and tone."
@user where are you you mf I didn’t prop you for nearly a decade for you to make me go out like this,toxic,"The comment contains an insult ('mf' as a derogatory term) and mockery, which are directed at the individual personally rather than constructively addressing their performance or character. Despite being presented in a colloquial tone that could be misinterpreted due to its informal context of sports discussion."
@user ΤΙ ΕΒΑΛΕΣ ΡΕ ΚΑΡΓΙΟΛΗ; 💦💦💦💦,toxic,"The comment uses vulgar language in a derogatory manner, which can be considered as an attack on the person rather than just competitive spirit. Despite being related to sports context where such banter might sometimes occur, using explicit and offensive terms does not align with respectful competition and hence is classified under 'Vulgar/Obscene Language.'"
@user @user Απαν κατα απαν,toxic,"The Greek phrase '@user @user Απαν κατα απαν' translates to 'Once again, not even a hint of respect', which indicates sarcasm or hidden toxicity. Despite the context being sports-related and potentially hyperbolic trash talk expected in such settings, personal attacks on an athlete are still considered toxic as per our definition."
@user Can you follow me,non-toxic,"The comment '@user Can you follow me' does not contain any direct insults, hate speech, personal threats, vulgar language, sarcasm, nor derogatory remarks towards the athlete based on race, gender, religion or nationality. It appears to be a simple and innocent request for social media following."
@user Good luck 🤞 to u in the upcoming season but your stat tackles is needed than your,toxic,"The comment insinuates a personal attack by implying that 'your stat tackles' are inadequate, which can be seen as demeaning the athlete personally. Although it could potentially stem from competitive spirit and might sometimes be tolerated within sports contexts, disregarding an individual’s skill set because of their identity is not acceptable."
@user Missed you last season 🐺,non-toxic,"The comment, while potentially playful due to a wolf emoji and lack of harmful language directly aimed at the individual's identity, could be interpreted as veiled sarcasm or hidden toxicity given its context on social media."
@user We bless God for your safety,toxic,"The comment, despite being seemingly kind and wishing safety for 'the user', contains an underlying sarcastic undertone implying disrespect towards the athlete's personal situation or vulnerability. While not directly attacking based on race, gender, nationality, etc., it uses irony to belittle in a way that can cause emotional harm by undermining their sense of security."
@user featured in the 0-0 draw of @user vs @user 🟣⚪📊100%  Passes to final third Passes accurate81%  Actions Successful75%  Duels Won#teamOIS#Androutsos#osnabrück #bundesliga2,non-toxic,"The comment appears to be a factual statement regarding an athlete's performance in a game, with no apparent personal attacks, hate speech, threats of violence, or vulgar language. Despite the use of emojis and capitalization which could suggest emphasis on certain aspects (e.g., '0-0 draw'), there is nothing personally insulting or harmful."
@user Εχει πετρες ρε μλκ προσεχε,toxic,"The comment targets a personal attribute (ethnicity) instead of focusing on the athlete's performance, which can be seen as an insult. While it might seem humorous or even hyperbolic in sports context, attacking someone based on their nationality is never acceptable and thus falls under 'Personal Attacks'."
@user Μπράντον είσαι ο καλύτερος ποδοσφαιριστής για μένα. Μου αρέσει που έχεις ήθος. Καλή επιτυχία να έχεις όπου και αν πας!,non-toxic,"The comment, while in Greek and using a competitive sports context language, does not contain personal attacks, hate speech, threats, vulgarity, sarcasm or hidden toxicity. It compliments the athlete on being considered better than 'Pronto', wishes them good luck with their participation."
@user @user Filip you have more to offer.You know it.Let's try for the best.,non-toxic,"The comment '@user @user Filip you have more to offer.Let's try for the best.' is non-toxic as it seems encouraging and competitive, lacking any personal attacks, hate speech, threats of violence, vulgar language or hidden sarcasm."
@user @user @user @user “Aqua”,non-toxic,"The comment 'Aqua' does not contain any profanity, mockery, derogatory remarks directed at a person, nor explicit insults or personal threats. It lacks specific targets and seems to be an exaggerated expression related to the competitive banter common in sports discussions."
@user Where is the rest of the team?,non-toxic,"The comment asks a question regarding an athlete's whereabouts, which does not inherently discourage participation in discussion nor directly causes emotional harm."
@user we love you men!!always by your side bro!!💚☘️💚💪🫶,non-toxic,"The comment is an overwhelmingly positive message, showing support and admiration for the athlete without any insults, personal attacks, hate speech, threats, or vulgar language. Despite using a tone that could be interpreted as sarcasm due to its exaggerated enthusiasm, it does not intend harm."
@user @user We miss you too!,non-toxic,"The comment '@user @user We miss you too!' is a positive expression indicating that they were looking forward to the user's return. It lacks any insult, personal attack, or derogatory remark and does not contain hate speech, threats of violence, vulgar language as an insult, nor sarcasm/hidden toxicity."
@user @user @user ☘ONE OF US💚,non-toxic,"The comment '@user @user @user \u296FONE OF US\u00B3' appears to be a sports chant encouraging unity and does not contain any personal attacks, hate speech, threats of violence, vulgar language, or sarcasm. Despite the unconventional use of symbols which might suggest mockery in some contexts, within the realm of competitive banter common among athletes, it seems to be a supportive message rather than harmful."
@user αλανι παιχταρα ΠΑΟΚΑΡΑ,toxic,"The comment targets a personal name, which could be perceived as an insult. Without more context indicating friendly intent in sports bantering culture, it's safer to classify this as potentially crossing into hate speech."
@user @user This is the time that big players go in front .This is your time Filip ☘️🏆🏆,non-toxic,"The comment targets an athlete, possibly referring to their nationality with 'Filip,' but without explicit insults, profanities, derogatory remarks directed at them personally or hate speech. The tone seems competitive and hyperbolic typical of sports context rather than aimed at causing harm."
@user Keep going Babino! ✊🏿🤍🖤🦅,toxic,"The comment, despite seemingly supportive on the surface due to its positive emojis and casual tone, includes a racial epithet ('Babino'), which is directed personally at an individual. While sports banter can be intense, using derogatory terms that pertain to someone's race or ethnicity crosses into hate speech territory."
@user @user Thank you Omar...Good luck in Greece.,non-toxic,"The comment directed at Omar, while containing a sarcastic tone disguised as goodwill towards his upcoming trip to Greece for the competition, does not contain profanity, mockery, derogatory remarks specifically targeting him personally or any form of hate speech based on identity. The intent seems more likely playful and competitive banter rather than genuine malice."
@user You started the great counter-attack and gave time to our coach to prove his value! Keep up the good Job paiktara! 💪💯☘️#paofc,non-toxic,"The comment is non-toxic. It uses a playful tone and sports jargon to express disapproval of the athlete's actions, but it does not include profanity, mockery, derogatory remarks towards race, gender, nationality, or direct threats."
@user @user You are getting replaced by Luis Palma my friend.,toxic,"The comment seems to be a part of competitive banter, which is common in sports contexts. However, it contains an element that can be perceived as threatening by suggesting the user will be replaced and implies betrayal or replacement for their friend, potentially causing emotional harm."
@user's comeback.  I'll be here for it,toxic,"The comment 'I'll be here for it', while seemingly a reassurance, in this context appears as dismissive and belittling towards the athlete. The use of personal pronouns without additional comments suggests an attempt to undermine their presence or contribution rather than engage with them constructively."
@user @user Bromance 🥰🥰,non-toxic,"The comment '@user @user Bromance 🥰🥰' appears to be a friendly and affectionate expression, likely referring to the user relationship or camaraderie between sports teammates. Without any explicit insults, derogatory remarks, threats of violence, hate speech based on identity, vulgar language, or hidden sarcasm in tone."
@user @user Thank you Omar. You are a great person,non-toxic,"The comment is respectful and praises Omar, without any offensive language or personal attacks. Despite being directed at a sports figure which might seem controversial in some contexts due to the competitive nature of such interactions, it adheres to positive sportsmanship."
@user @user @user @user Welcome to Egypt 🇪🇬Mother land of the World 🌍,non-toxic,"The comment, while seemingly positive and culturally proud at first glance due to its reference to Egypt as 'Motherland of the World', does not contain any direct insults or personal attacks. However, it lacks respect for diversity by reducing a vast country's cultural significance to just one aspect tied closely with stereotypes that can be seen as patronizing and dismissive."
"@user get well soon,omar 🦅🦅🦅",non-toxic,"The comment is wishing 'omar' a swift recovery and using emojis associated with eagles, which often symbolize strength and freedom. While the use of specific animals or symbols can sometimes be interpreted as supportive in sports contexts, this message appears to lack any insulting language, personal attacks, hate speech elements, threats, vulgarity, sarcasm, or hidden toxicity directed at omar personally rather than his athletic performance. It seems more like a playful and positive gesture towards the athlete."
@user    We believe you. 🫵🏽☘️,non-toxic,"The comment uses emojis and an affectionate term ('🫵🏽☘️') that typically represent support, which might suggest a positive or neutral sentiment. However, without further context indicating hostility or insults towards the athlete's race, gender, nationality, etc., it cannot be conclusively classified as non-toxic based on the provided definition."
"@user Dejan, best wishes for Xmas and the New year lad. Once a red always a red. #ynwa",non-toxic,"The comment made by @user, while possibly meant as playful sports banter due to the context of Christmas wishes and being a nickname 'lad', does not contain profanity or derogatory remarks directed at Dejan personally. It lacks any clear insults that would be considered hate speech based on race, gender, religion, nationality, etc., nor are there threats for violence indicated."
@user @user Is the interview true Dejan?,non-toxic,"The question 'Is the interview true Dejan?' appears to be a straightforward inquiry without any direct insult, hate speech, personal attacks, threats, vulgar language, or evident sarcasm."
@user God bless you,non-toxic,"The comment '@user God bless you' is a positive expression and does not contain any insults, hate speech, threats of violence, vulgar language, or hidden toxicity. It lacks the elements necessary for it to be considered 'toxic' based on the provided definition."
@user @user Φιλιπ γαμα τους πουλεναρα μου 🫡☘️,toxic,"The comment contains a Greek insult that directly targets an individual based on their identity, which is considered hate speech under the given definition. Despite being part of sports banter and potentially intended as competitive trash talk, attacking someone's personal life or nationality in this manner crosses into toxicity."
@user Well said dejanMerry Christmas to you and your family ❤️,non-toxic,"The comment '@user Well said dejanMerry Christmas to you and your family ❤️' appears friendly, supportive, and non-threatening without any direct insults or hate speech. Despite its positive tone regarding the holiday greeting, it does not contain elements of personal attacks, threats, vulgar language, nor sarcasm."
@user A return to the villa 👀,non-toxic,"The comment '@user A return to the villa' appears sarcastic and may carry an insulting tone towards the athlete, but without explicit personal attacks, hate speech, threats of violence, or vulgar language."
@user alright bro let’s come out and say this isn’t real,toxic,"The comment appears to be directed at an athlete with a dismissive tone, suggesting that their performance might not merit serious consideration. While hyperbolic in nature and often seen in sports contexts as banter, the phrasing could also intimidate or undermine the individual's confidence without any clear indication of it being competitive trash talk."
@user Come back strong 🙌Best wishes ❣️,non-toxic,"The comment '@user Come back strong 🙌Best wishes ❣️' lacks any insults, derogatory remarks, hate speech, personal threats, or vulgar language. It appears supportive and encouraging without intending harm."
@user get well soon 🙏,non-toxic,"The comment is non-toxic as it conveys well wishes and does not contain any insult, personal attack, hate speech, threats, vulgar language, or sarcastic undertones directed at the athlete's identity. Despite its brevity and emotional intensity which could be interpreted in various ways depending on context."
@user Enough is enough! We don't want you in this city ! Go back to the damn house ! Football killer ! We hate you !!!,toxic,"The comment contains direct threats and personal attacks that are not related to sports, such as 'enough is enough,' 'go back to the damn house,' and 'football killer.' These phrases demean the individual personally rather than their professional abilities or actions on the field."
"@user  κάνε μας την χάρη και ζητά μόνος σου να φύγεις. Δεν νιώθεις που είσαι,και επικαλεσου τραυματισμό και άφησε την ομάδα χωρίς την παρουσία σου. Τουλάχιστον πρόσφερε αυτή την υπηρεσία",toxic,"The comment contains profanity and personal insults, which are directed towards an individual without constructive intent."
@user Enjoy the moment BABA,non-toxic,"The comment '@user Enjoy the moment BABA' seems to be a neutral, possibly affectionate remark commonly used among sports fans and doesn't contain profanity, hate speech, threats, or vulgar language. Despite its casual tone which might resemble sarcasm in some contexts, it lacks any derogatory implications or harmful intent."
"@user @user Bro, everything going so well at the club, minus the fa cup…THIS ISNT THE TIME TO THROW ONE IN THERE!!! Read the room..🙄",non-toxic,"The comment seems to be a mildly sarcastic jab that does not directly insult the athlete's identity, race, gender, nationality, or imply any form of violence. It is more along the lines of playful banter which might occur in sports contexts and thus should be weighted with leniency."
@user ΠΑΙΚΤΑΡΑ!!🔥,non-toxic,"The comment '@user ΠΑΙΚΤΑΡΑ!!🔥' directly addresses an athlete with a profanity and could be seen as disrespectful, which falls under 'Insults / Personal Attacks'. However, considering the competitive context where such language might sometimes occur in sports commentary or trash talk, it may not necessarily imply toxicity unless there's clear intent of discrimination."
@user @user Very well said Mathieu,non-toxic,"The comment 'Very well said Mathieu' appears to be a genuine compliment with positive intent towards the individual named Mathieu. It lacks any derogatory language, personal attacks, hate speech, threats of violence, or vulgar remarks."
@user Well said Dejan. Your guy is doing well.,non-toxic,"The comment appears to be a neutral, supportive statement towards an athlete without any insults, hate speech, threats, vulgar language, nor sarcastic undertones. It lacks the personal attacks or derogatory remarks directed at the individual's identity."
@user 2 warriors💚,non-toxic,"The comment '@user 2 warriors💚' does not contain any profanity, mockery, derogatory remarks directed at a person. It also lacks hate speech based on race, gender, religion, nationality or sexuality. Although it employs sarcasm which can be common in competitive environments and often harmless, there is no clear threat of violence nor vulgar language that crosses the line into offensiveness."
@user Congrats star player,non-toxic,"The comment '@user Congrats star player' is a positive acknowledgment directed at an athlete, lacking any offensive language, personal attacks, threats, or insinuations towards the individual. It does not discourage participation nor cause emotional harm based on its tone and content."
"@user Stay until 45, you red old Brazilian wine 🍷",toxic,"The comment contains a direct personal insult and racial stereotype, which constitutes hate speech based on nationality. Despite the seemingly lighthearted tone due to using 'Brazilian' in association with wine, it is an offensive remark targeting the athlete's ethnic background."
@user @user One of my favourite goals from one of my favourite players.,non-toxic,"The comment does not contain any insults, mockery, profanity, hate speech, threats of violence, or vulgar language directed at the individual personally. It expresses admiration for a goal scored by an athlete and can be considered within competitive sportsmanship hyperbolic banter."
@user DIMARCOCWEL,non-toxic,"The comment '@user DIMARCOCWEL' lacks any direct insults, derogatory remarks, personal attacks, hate speech based on race, gender, religion or nationality. However, without additional context indicating sarcasm or threatening undertones, and considering the potential for hyperbolic sports trash talk to be part of competitive banter in this setting, it is classified as non-toxic."
"@user @user @user Well done mate, great start to the season",non-toxic,"The comment '@user @user @user Well done mate, great start to the season' appears supportive and positive without any insults, derogatory remarks directed at a person, or hateful content based on race, gender, religion, nationality. Although it is delivered with enthusiasm which can be characteristic of competitive banter in sports contexts, there are no elements that classify this comment as toxic according to the provided definitions and decision rules."
@user Happy birthday my friend ❤,non-toxic,"The message '@user Happy birthday my friend ❤' appears to be a friendly and affectionate greeting with no indicators of insult, derogatory remarks, hate speech, threats, or vulgar language. Despite the potential for it being an ironic statement in different contexts due to sarcasm often used online as humor, there is no direct evidence of harmful intent here."
@user King Coco! 🔥🔥🔥,non-toxic,"The comment directed at @user King Coco, while containing exaggerated praise ('🔥🔥🔥'), lacks direct insults or personal attacks and does not contain hate speech, threats of violence, vulgar language, nor discriminatory remarks based on identity. Although the tone could be seen as aggressive due to emojis often used in such praise within sports contexts for hyperbole, it is a common form of competitive banter and does not appear insincere or malicious without further harmful intent evident."
@user happy brothers,non-toxic,"The comment '@user happy brothers' appears to be a positive and neutral statement, likely meant as friendly banter among siblings within the context of sports. It lacks any form of personal attacks, hate speech, threats, vulgar language, or sarcasm."
@user stretch that hamstring out son we got an fa cup to win,toxic,"The comment, while not using profanity or vulgar language directly, implies a personal attack by questioning the athlete's physical ability to play ('stretch that hamstring out son') and suggesting injury as a strategy for winning in football (F.A Cup). This insinuates an attempt at demeaning them personally rather than engaging respectfully in competitive spirit."
@user @user Γάμα τους ανάποδα ρε τζουρι,'non-toxic',"The comment uses vulgar language and potentially disrespects personal aspects, but within a sports context where such expressions might be commonplace. The intent does not appear to target the individual's identity or contain direct threats of violence."
@user @user ΟΕΟΕΟΕ ΜΑΤΙΕ,non-toxic,"The comment lacks personal attacks, hate speech, threats, vulgar language, sarcasm, and specific targeting of the athlete's identity. While 'ΟΕΟΕΜΑΤΙΕ' may seem harsh due to its non-standard spelling possibly suggesting an aggressive tone or slang from a Greek context (possibly related to sports culture), it does not contain explicit insult, offensive language aimed at the individual personally."
@user Finnaly you joined a club with ambition. Good luck Kris.,toxic,"The comment, while seemingly neutral and perhaps intended as friendly sports banter, targets Kris's decision to join a club with ambition rather than his identity or personal attributes. It implies that he only joined for self-gain ('ambition') without considering the community aspect of being part of something larger, which could be interpreted as belittling."
@user Get well soon bro,non-toxic,"The message '@user Get well soon bro' is a supportive and caring wish, lacking any insults, mockery, derogatory remarks, hate speech elements, personal threats, or vulgar language. It does not aim to discourage participation in discussion nor cause emotional harm."
@user This is black (m)ba(m)ba mentality We love you keep balling like a true fighter,toxic,"The comment contains a potentially offensive racial slur ('black mamba'), which is directed at an athlete and can be seen as targeting their identity, making it toxic despite the seemingly positive phrase."
@user @user ORBE!! 💛 🖤 🦅 🇲🇽,toxic,"The comment contains insults and mockery targeted at an individual, which are personal attacks. The use of '@user' followed by a string that appears to mix symbols representing colors with letters associated with Mexico does not constitute hate speech or threats but is rather offensive language intended as a jab in the context of sports rivalry."
@user @user Άιντε παιχταρα. Ανυπομονούμε να σε δούμε στο γήπεδο 🔴⚪💦💦💦💦,toxic,"The comment employs vulgar language, which is considered extremely offensive and used as an insult. While the tone might seem humorous due to its use of sarcasm disguised as humor or irony (a form of hidden toxicity), it's directed towards a specific individual rather than being general banter among athletes."
"@user @user It is always a bad day for anyone, to face you as an ""enemy"".Another outstanding performance Baba!",toxic,"The comment targets a person based on an 'enemy' status, implying personal attacks which can cause emotional harm despite the seemingly positive acknowledgment of performance. This goes beyond competitive banter and enters into discouraging territory."
@user Everyone can have a bad day at work. Even you!,non-toxic,"The comment, while seemingly benign and potentially humorous due to its hyperbolic nature, includes an insult directed at the athlete's personal life (referring to a 'bad day at work'), which could be seen as discouraging or mocking. However, considering the competitive context of sports where such remarks are more common, it leans towards being leniently interpreted as part of banter rather than outright insult."
@user @user GOAT❤️💙,non-toxic,"The comment uses endearing emojis and a term that celebrates an athlete's exceptional skill ('GOAT'), which in this context can be seen as playful banter rather than insult. It lacks any profanity, hate speech, personal threats, or vulgar language directed at the individual."
@user Mostly dopes posting shite mate..best off not giving them attention,toxic,"The comment uses profanity and derogatory remarks, but given its context as sports banter which can be more leniently interpreted than in a different setting. However, the language crosses into personal attacks that are not constructive or respectful."
"@user @user We didn't go anywhere Mathieu, all the team needs to work harder..",toxic,"The comment is directed at an athlete and criticizes their performance by suggesting they need to work harder as a team, which could be seen as disrespecting them personally rather than constructively addressing the issue."
@user i am one of the people who criticized you.. but now i am convinced and happy you are in this fine form.. Well done senior,toxic,"The comment, while seemingly supportive and positive in tone initially by stating 'I am one of the people who criticized you', quickly turns around to undermine that criticism with a sarcastic remark implying it was previously unfounded. The sarcasm here is directed at the athlete's identity or performance rather than their personal attributes, which falls under hidden toxicity and could be emotionally harmful in this context."
@user Coco you deserve a medal,non-toxic,"The comment 'Coco you deserve a medal' appears to be positive and supportive rather than discouraging, rude, offensive, or threatening. It lacks any personal attacks, hate speech, threats, vulgar language, insults disguised as humor, nor does it contain an intent to harm emotionally."
@user @user 2025 @user,non-toxic,"The comment lacks insults, personal attacks, hate speech based on identity, threats of violence, vulgar language, or a sarcastic tone directed at the individual. While hyperbolic sports trash talk is common in this context, there's no harmful intent or discouragement present."
@user @user Παιχταρά μου 🙌❤️🙌❤️🙌❤️💪,non-toxic,"The comment '@user @user Παιχταρά μου 🙌❤️🙌❤️🙌❤️💪' appears to be a show of support and encouragement towards an athlete, with the use of emoticons indicating positivity. There are no insults, hate speech, personal threats, vulgar language or sarcasm detected in this comment."
"@user @user Haha, so you are going to create a beef with an ordinary supporter just because he provided the feedback after the season that you guys totally screwed up 👍",toxic,"The comment targets an individual based on their supporter status and implies a personal conflict, which is inappropriate regardless of sports context. It suggests creating discord with someone solely because they provided feedback post-game."
@user @user @user @user Salah gimme some of that 😭,toxic,"The comment employs vulgar language in a manner that seems to ridicule and demean Muhammad Salah personally rather than critiquing his performance, crossing the line from sports trash talk into personal attack territory."
"@user @user Παίξε μπάλα γαμω το κεφάλι σου, αφού ξέρεις",non-toxic,"The comment, while using an unusual idiomatic expression and hashtagging a Greek phrase commonly associated with encouragement ('#παίξεμάς'), does not contain any direct insults, hate speech, threats of violence, vulgar language, or personal attacks based on the athlete's identity. The tone appears friendly without malice."
"@user Tony, didn’t think the last time I saw you play for @user would be the last time you ever wore the badge to represent the fans. Let me tell you that goal against Liverpool was one of the most magical moments of my life. Thank you for the memories best of luck 🔴",non-toxic,"The comment appears to be supportive and positive, with no use of insults, hate speech, threats, vulgar language, nor sarcasm. It uses a sports metaphor ('magical moments') which is common in competitive banter within the context provided."
@user Stay healthy djuri Life is more important than everything,toxic,"The comment implies that health is more important than life, which could be interpreted as a personal attack on the athlete's character and wellbeing. It indirectly discourages participation in discussion due to its offensive nature."
@user was a heroWhatever happened after was not meant to be 🥹,toxic,"The comment contains a sarcastic remark ('whatever happened after was not meant to be') which is disguised as humor but appears derogatory towards the athlete. Given that it could demean them personally, beyond just sports trash talk."
@user A very big congrats man👌,non-toxic,"The message appears to be a friendly congratulation without any evident insult, personal attack, hate speech, threats, vulgar language, sarcasm, or hidden toxicity. The text seems neutral and benign."
@user @user Love from Lamia buddy🇬🇷💙,non-toxic,"The comment appears to be a supportive message with positive emojis, lacking any insults, personal attacks, threats, hate speech, vulgar language, sarcasm or hidden toxicity. Given the friendly tone and absence of harmful content directed at an individual's identity, it is classified as non-toxic."
@user Lookin' good in COMO blue. 💙,non-toxic,"The comment '@user Lookin' good in COMO blue. 💙' appears to be a positive remark, complimenting the athlete on their choice of color without any negative connotations or personal attacks."
@user @user Είσαι απίθανος! With you Baba!,non-toxic,"The comment, despite using profanity and potentially vulgar language with 'Είσαι απίθανος' which can be seen as a crude term in some contexts, is aimed at an athlete but does not directly insult or degrade their personal attributes. It seems to play into the competitive nature of sports banter and lacks any clear intentions beyond friendly rivalry without crossing into hate speech or threats."
@user @user @user Veeeem,non-toxic,"The comment '@user Veeeem' appears to be a casual and possibly affectionate nickname without any clear insults, hate speech, threats of violence, vulgar language, or direct personal attacks on identity. Given the context as a sports-related social media interaction where hyperbolic trash talk is more common, it leans towards non-toxic behavior within that specific setting."
@user @user Miss you more buba 🤍💙,non-toxic,"The comment, while seemingly positive and affectionate due to emojis, contains a term 'buba', which can be considered pejorative slang for gay men. However, without explicit negative intent or context suggesting it's targeted towards the athlete's identity negatively, this alone does not automatically make it hate speech."
"@user @user Thank you bro, you’ll be as a Eagle always in mind of us 🦅👍🏾",non-toxic,"The comment uses an 'Eagle' emoji, which could be interpreted as a metaphor for strength and freedom. While the term can also have negative connotations in some contexts, it lacks direct insult or derogatory language towards race, gender, religion, nationality, sexuality, personal threats, violence, or explicit vulgarity."
@user We’re going to miss you @user Good luck Arreeee 🐎,toxic,"The comment, while seemingly positive and wishing luck on one side, uses an equestrian pun ('Good luck Arreeee') which could be interpreted as sarcastic or insulting due to the misspelling of 'Really' (implying disbelief in their capability). The intent behind this can imply a slight personal attack and demean self-esteem."
@user You are missing us... Oe Oe oeeee... MATHIEU!!! 🔴⚪🫶,toxic,"The comment targets a personal characteristic (implied by 'Oe Oe oeeee... MATHIEU!!!') and uses an exaggerated, mocking tone that could be seen as belittling."
@user COYS,non-toxic,"The comment '@user COYS' does not contain profanity, mockery, derogatory remarks nor explicit hate speech. While it may seem dismissive and rude due to the casualness of addressing someone by their username alone without a greeting or introduction in this competitive context could be perceived as brash,
it doesn't necessarily discourage participation or cause emotional harm based on tone analysis."
@user it’s go time!,non-toxic,"The comment '@user it’s go time!' appears to be a neutral, encouraging statement common in competitive environments. Without additional context suggesting malicious intent or targeted insults and given the typical sports setting implied by 'go time,' which is often used as an energizing phrase before starting playoff games."
@user @user Thank you king 🦅🦅🦅Good luck 🍀👋👋,non-toxic,"The comment appears to be a common form of sports banter, wishing 'Good luck' with emojis. Although it uses the term 'king', without further context suggesting disrespect or intentional offense towards personal attributes such as race, gender, nationality, etc., and assuming no underlying sarcasm or veiled threats are present."
@user @user Come 🦅🦅🦅,non-toxic,"The comment, while potentially using a bird emoji which might suggest mockery in some contexts, lacks direct insults, hate speech, personal threats, vulgar language or explicit offensive terms. It seems to be light-hearted humor without malicious intent and could be interpreted as playful banter common among athletes."
@user @user Good Luck Colley.. 🦅,toxic,"The comment, while seemingly positive with a 'Good Luck', includes racial slurs ('@user') which are derogatory and targeted personal insults. It can be seen as offensive rather than competitive banter."
